"Image type","Feature Class","Feature Name","Segmentation_80-89_segment_Segment_1","Segmentation_80-89_segment_Segment_2","Segmentation_80-89_segment_Segment_3","Segmentation_80-89_segment_Segment_4","Segmentation_80-89_segment_Segment_5","Segmentation_80-89_segment_Segment_6","Segmentation_80-89_segment_Segment_7","Segmentation_80-89_segment_Segment_8","Segmentation_80-89_segment_Segment_9","Segmentation_80-89_segment_Segment_10"
"diagnostics","Mask-original","Spacing","(0.15, 0.15, 1.0)","(0.15, 0.15, 1.0)","(0.15, 0.15, 1.0)","(0.15, 0.15, 1.0)","(0.15, 0.15, 1.0)","(0.15, 0.15, 1.0)","(0.15, 0.15, 1.0)","(0.15, 0.15, 1.0)","(0.15, 0.15, 1.0)","(0.15, 0.15, 1.0)"
"diagnostics","Mask-original","Size","(1163, 1145, 1)","(1163, 1145, 1)","(1163, 1145, 1)","(1163, 1145, 1)","(1163, 1145, 1)","(1163, 1145, 1)","(1163, 1145, 1)","(1163, 1145, 1)","(1163, 1145, 1)","(1163, 1145, 1)"
"diagnostics","Mask-original","BoundingBox","(132, 126, 0, 313, 125, 1)","(186, 341, 0, 248, 100, 1)","(163, 525, 0, 271, 97, 1)","(120, 731, 0, 325, 83, 1)","(171, 906, 0, 261, 119, 1)","(728, 161, 0, 267, 98, 1)","(714, 344, 0, 270, 117, 1)","(691, 532, 0, 260, 119, 1)","(680, 747, 0, 334, 84, 1)","(675, 935, 0, 265, 84, 1)"
"diagnostics","Mask-original","VoxelNum","34779","22923","23870","23914","28641","20236","25844","25823","22772","17925"
"diagnostics","Mask-original","VolumeNum","1","1","1","1","1","1","1","1","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(288.9754449524138, 189.20851663360074, 0.0)","(307.50390437551806, 390.64799546307205, 0.0)","(300.6865521575199, 570.9172182656054, 0.0)","(287.50104541272896, 773.9459730701681, 0.0)","(303.74951991899724, 962.719388289515, 0.0)","(860.2721387626013, 212.26477564736115, 0.0)","(849.205115307228, 403.4959371614301, 0.0)","(818.5103202571352, 597.5178716647949, 0.0)","(849.0634112067452, 787.868259265765, 0.0)","(806.8580753138075, 975.2391073919107, 0.0)"
"diagnostics","Mask-original","CenterOfMass","(43.346316742862065, 28.38127749504011, 0.0)","(46.12558565632771, 58.597199319460806, 0.0)","(45.10298282362798, 85.6375827398408, 0.0)","(43.12515681190934, 116.0918959605252, 0.0)","(45.56242798784958, 144.40790824342724, 0.0)","(129.0408208143902, 31.839716347104172, 0.0)","(127.38076729608419, 60.524390574214515, 0.0)","(122.77654803857027, 89.62768074971923, 0.0)","(127.35951168101177, 118.18023888986474, 0.0)","(121.02871129707111, 146.2858661087866, 0.0)"
"original","shape","Elongation","0.376155417565232","0.38097780564769185","0.33891520754919796","0.22928394255518023","0.4410389307373003","0.2886887888181019","0.35846112851235734","0.3991496059143276","0.2091444987699652","0.2587229656151038"
"original","shape","Flatness","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"original","shape","LeastAxisLength","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"original","shape","MajorAxisLength","52.63890003065056","42.551036863881976","46.00923925394267","56.17860943284265","44.116413014482745","45.87565482150329","46.78831582079622","44.272915389789404","57.21169404701297","45.94744673214566"
"original","shape","Maximum2DDiameterColumn","46.65","37.05","40.199999999999996","48.74999999999999","38.550000000000004","39.9","40.349999999999994","38.99999999999999","49.8","39.599999999999994"
"original","shape","Maximum2DDiameterRow","17.849999999999998","15.0","14.4","12.450000000000001","17.7","12.0","15.6","17.25","10.95","11.1"
"original","shape","Maximum2DDiameterSlice","49.474538906391025","39.28110232669139","41.87687309243612","49.48136012681947","41.7541914063726","41.662753149545935","42.9","40.88869036787556","50.680691589598496","41.29225108903606"
"original","shape","Maximum3DDiameter","49.474538906391025","39.28110232669139","41.87687309243612","49.48136012681947","41.7541914063726","41.662753149545935","42.9","40.88869036787556","50.680691589598496","41.29225108903606"
"original","shape","MeshVolume","777.885000000551","512.013750000332","533.1581250003676","533.6362500003223","640.3481250004634","451.52812500021645","577.4212500003499","577.0387500003471","507.9356250003013","399.6037500001872"
"original","shape","MinorAxisLength","19.800407421203865","16.211000652435796","15.593230870930686","12.880853058029802","19.45705562387259","13.243787226657103","16.771792490315196","17.67151673051281","11.965511075243128","11.887659680982733"
"original","shape","Sphericity","0.24407703915038415","0.27629957345059647","0.27244440264646763","0.2695348639655225","0.25928067431629065","0.28428013035795363","0.2659095177770659","0.2667944142758103","0.27260529699303576","0.29294659517382743"
"original","shape","SurfaceArea","1675.8460864483845","1120.1899174273515","1167.1058771480468","1180.4095786553398","1385.6644396225042","1001.2153283529794","1261.088069522792","1256.3501925658443","1129.3336882484055","895.6026567088932"
"original","shape","SurfaceVolumeRatio","2.154362259777727","2.1878121777523067","2.18904265436683","2.2120116065102904","2.1639236307930183","2.217393054646373","2.184000103082503","2.1772371310680407","2.2233795635967364","2.241226857126525"
"original","shape","VoxelVolume","782.5274999999999","515.7674999999999","537.0749999999999","538.0649999999999","644.4225","455.31","581.49","581.0174999999999","512.37","403.3125"
"original","firstorder","10Percentile","146.0","141.0","142.0","130.0","111.0","146.0","141.0","144.0","130.0","112.0"
"original","firstorder","90Percentile","201.0","200.0","214.0","169.0","175.0","189.0","201.0","191.0","168.0","147.0"
"original","firstorder","Energy","1022158222.0","658957031.0","824291967.0","536997608.0","555055717.0","594670931.0","807812608.0","722858962.0","504428100.0","304289097.0"
"original","firstorder","Entropy","1.8821313754056264","2.03439643712823","1.9966293884504134","1.493962701946219","1.9000883756343059","1.5741806574649757","1.9249872243323627","1.750096104324413","1.4487458751803337","1.4458482403993564"
"original","firstorder","InterquartileRange","26.0","33.0","26.0","20.0","33.0","18.0","24.0","25.0","19.0","17.0"
"original","firstorder","Kurtosis","3.5605249952194526","2.9366011605501146","3.6518848747643466","3.164758349032537","3.2287282915553637","5.068199443449545","3.949497651406403","3.5048763822221747","4.633748535779921","3.597298079517061"
"original","firstorder","Maximum","248.0","255.0","254.0","202.0","238.0","226.0","254.0","237.0","229.0","196.0"
"original","firstorder","MeanAbsoluteDeviation","17.51505895926961","19.02535975975622","19.767610649010173","12.083761471973018","19.808936402180443","13.058622335312652","17.3346363825806","15.20767793546746","11.866357382814309","11.058580048201772"
"original","firstorder","Mean","169.84806923718335","167.8787680495572","183.91591956430665","149.0654010203228","137.0141754826996","170.47227712986756","175.24059743073826","166.1801494791465","148.0091340242403","129.4823430962343"
"original","firstorder","Median","168.0","167.0","188.0","149.0","130.0","174.0","178.0","165.0","146.0","130.0"
"original","firstorder","Minimum","95.0","98.0","97.0","93.0","95.0","98.0","89.0","93.0","105.0","84.0"
"original","firstorder","Range","153.0","157.0","157.0","109.0","143.0","128.0","165.0","144.0","124.0","112.0"
"original","firstorder","RobustMeanAbsoluteDeviation","11.063937538666574","13.58010649209049","12.392127786751306","8.553541220535271","13.859186031053834","7.908555082002551","10.628444833327405","10.559091615747889","7.971146549702594","7.255675493420108"
"original","firstorder","RootMeanSquared","171.43540505151907","169.54805845537425","185.82935703800842","149.85114411527536","139.21120780482585","171.42573469671225","176.79722635775275","167.31059252916015","148.83293571739964","130.2907588472958"
"original","firstorder","Skewness","-0.06753920837266027","-0.07801522852777229","-0.9193732621940066","-0.11322476186267866","0.9500730032577028","-1.2873186768222584","-0.8119165848946082","-0.05953202042744033","0.8951417419639639","-0.06405535467041971"
"original","firstorder","TotalEnergy","22998559.994999997","14826533.1975","18546569.2575","12082446.18","12488753.6325","13380095.9475","18175783.68","16264326.645","11349632.25","6846504.6825"
"original","firstorder","Uniformity","0.34455096342082925","0.2839930826155719","0.3206841555001616","0.40550525446802427","0.3046982547498586","0.39304669517210256","0.323435661173355","0.36043503100035656","0.4382092837361416","0.4395243282777884"
"original","firstorder","Variance","541.7314815793804","563.2633641499681","707.484467975097","234.87161130736035","606.8760952743976","325.9852464652035","547.9922599123846","376.99229154718705","244.53899965409093","210.00466731324732"
"original","glcm","Autocorrelation","19.67596399226017","18.995629662701894","25.11301121543044","12.507924076485317","9.979364884297267","19.52820962816204","21.40097910705279","18.061809758676816","6.360686003607473","7.709702865655519"
"original","glcm","ClusterProminence","39.060805407351566","38.432995776808774","69.03024849054356","7.584226598724224","50.04759396468979","19.167019613507026","44.17264478300015","20.379866858041808","12.487734485354498","8.19849705665398"
"original","glcm","ClusterShade","-0.04809569279255811","-0.32712136644024803","-8.003838141623488","-0.1068727962400873","7.236222396998332","-3.181424695975543","-4.498356652896618","-0.29953616230487234","2.1162598514877455","-0.5353898086445538"
"original","glcm","ClusterTendency","3.2999355704811677","3.698746855108163","4.324294942326349","1.6249505742531767","4.025723546067595","2.136477078801421","3.4837821498930173","2.4321736535631784","1.6886603123156059","1.552727031954055"
"original","glcm","Contrast","0.15322941602402726","0.17181638901332533","0.16940643527844496","0.18742234922334972","0.1756704296526305","0.1671252242599357","0.15054970395554634","0.16201663207876307","0.16493556209628565","0.17210562492391748"
"original","glcm","Correlation","0.9108474669827364","0.9108867251710044","0.924169465339522","0.792675098456479","0.9163842408117795","0.8536453099041147","0.916738706378228","0.8747266538051757","0.821484650701921","0.7998576733328517"
"original","glcm","DifferenceAverage","0.15289492069640057","0.17062491430054122","0.16718173947011794","0.1871673120820942","0.1750704035834481","0.16654865047118358","0.15004072630747026","0.16140853587845955","0.16473509233760367","0.17210562492391748"
"original","glcm","DifferenceEntropy","0.6112014290210428","0.6565282497664532","0.651842328338156","0.687473267659297","0.6613414451833332","0.6445302082596676","0.6065918147877676","0.6342591794253472","0.6387632190128851","0.650782110291833"
"original","glcm","DifferenceVariance","0.12865313440753087","0.14150696754589842","0.14044800924768985","0.15056103373999616","0.1431396929525539","0.13805626654442676","0.12714978743849314","0.13494047434150813","0.13644616916728922","0.14039768107442505"
"original","glcm","Id","0.9236082888730708","0.9148833551351122","0.9167666550810083","0.9064588501491622","0.9125648025531397","0.9168217703958669","0.9250644664542775","0.9193970814274874","0.9176658654576452","0.9139471875380412"
"original","glcm","Idm","0.9235859891845624","0.9148066903210077","0.9166315998457737","0.9064418476730784","0.9125248008151942","0.9167833321432834","0.9250305346110725","0.9193565416808006","0.9176525008070663","0.9139471875380412"
"original","glcm","Idmn","0.996936169027431","0.9973583661178168","0.9973971398592099","0.994935565036428","0.996487949956538","0.996658800964889","0.9976845416282606","0.9967610441800102","0.9955430948207437","0.9933805528875416"
"original","glcm","Idn","0.9808927806813892","0.9810548477219991","0.9814486486106373","0.9732663667943661","0.9781245332474743","0.9791894266603902","0.9833344634952599","0.9798323787957524","0.9764699951974616","0.971315729179347"
"original","glcm","Imc1","-0.6184646949154042","-0.6104019703790997","-0.6159393869456196","-0.4643585310132686","-0.5971994809738231","-0.5319241404815349","-0.628116756214028","-0.5686647834753232","-0.49487689723605094","-0.4808066340076509"
"original","glcm","Imc2","0.9471269883516981","0.9549409522213453","0.9538015749094251","0.8585242418652316","0.9449369270617685","0.8941364220266487","0.9518517513972435","0.9253159893176465","0.8647550831027464","0.8581389801502924"
"original","glcm","InverseVariance","0.15260223728472722","0.16960850513132536","0.1653603433695625","0.18694415458349561","0.17454538077291357","0.16604414840602547","0.14959537086540367","0.16087645170319395","0.16455968129875692","0.17210562492391748"
"original","glcm","JointAverage","4.346173143090888","4.256030609508489","4.906539476066056","3.4854744875712695","3.002804324211826","4.362997882623441","4.53514763019008","4.182609068946908","2.445344045196332","2.7137656522121643"
"original","glcm","JointEnergy","0.27355920016682456","0.21055773547043535","0.2517110834971984","0.28974166601603263","0.2220453358319301","0.2966851816329084","0.25102023645629606","0.27511999706572754","0.33505040754342325","0.3301331584289745"
"original","glcm","JointEntropy","2.570846131492405","2.796152966054837","2.7263563614009994","2.264781792418164","2.663851741443855","2.2580135160494","2.6066908536827094","2.4714053561614713","2.139575648700383","2.1727702959844617"
"original","glcm","MCC","0.9168499043102476","0.9187004311337429","0.9447040721619522","0.8076137540825874","0.9279955795377474","0.9009862176533088","0.9361559113718865","0.8831101450267623","0.8579664836777545","0.8156812580786994"
"original","glcm","MaximumProbability","0.46183963774787407","0.35427593318843276","0.4413165868160746","0.38423810474491704","0.3394073372645708","0.4048186197991517","0.4138926136933472","0.4480750896691348","0.5004879076755833","0.5090470363619015"
"original","glcm","SumAverage","8.692346286181778","8.512061219016982","9.813078952132113","6.97094897514254","6.005608648423652","8.725995765246882","9.07029526038016","8.365218137893816","4.890688090392663","5.4275313044243285"
"original","glcm","SumEntropy","2.4160526059286704","2.620138332366009","2.54947112001389","2.0761289563550442","2.4857992066964028","2.0882688375655865","2.454169939110372","2.306717629800736","1.9736251738050705","2.0006646710605454"
"original","glcm","SumSquares","0.8632912466262986","0.967640811030372","1.1234253444011983","0.45309323086913167","1.0503484939300562","0.5759005757653393","0.908582963462141","0.6485475714104854","0.4633989686029729","0.4312081642194931"
"original","gldm","DependenceEntropy","3.8934536789511225","4.2303880478327365","4.068913815186843","3.8062167009177834","4.113640110139812","3.7015775428013202","3.9604546515356884","3.868914650249383","3.558387181528845","3.6403403618456958"
"original","gldm","DependenceNonUniformity","11744.294919347882","6576.108493652663","7410.395140343528","6429.884753700761","8467.620648720365","6163.825558410753","8883.413713047516","8562.836889594548","7319.926839978922","5190.223877266388"
"original","gldm","DependenceNonUniformityNormalized","0.3376835135957872","0.2868781788445083","0.3104480578275462","0.2688753346868262","0.2956468226919579","0.30459703293194074","0.3437321511007397","0.33159729270783983","0.3214441788151643","0.2895522386201611"
"original","gldm","DependenceVariance","3.0302886589597673","3.0677731144510205","3.2562810391225057","3.5025056227065052","3.2839380607365647","3.1923679608100204","3.0707482246592317","3.425650042606457","3.454802854183564","3.138202619390806"
"original","gldm","GrayLevelNonUniformity","11983.13795681302","6509.973432796754","7654.730791788857","9697.252655348331","8726.862714290703","7953.692923502668","8358.871227364185","9307.513805522209","9978.901809239416","7878.473584379359"
"original","gldm","GrayLevelVariance","0.8951412948864571","1.0013037031891108","1.1885365728235033","0.4649836693889213","1.0539074046850523","0.6189290350929598","0.9553297829791842","0.6711713520667657","0.47510132520117326","0.4415264874370002"
"original","gldm","HighGrayLevelEmphasis","19.638546249173352","18.97871133795751","25.00310012568077","12.553065150121268","10.046995565797284","19.47845423996837","21.358497136666152","18.083685086938","6.394958721236606","7.759721059972106"
"original","gldm","LargeDependenceEmphasis","62.58302423876477","60.32373598569123","60.97553414327608","58.61236096010705","60.116511294996684","60.73354417869144","62.80204302739514","61.818495139991484","61.15527841208502","59.850655509065554"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","1221.0131113603036","1155.8975265017668","1554.4032677000419","725.5717153132057","569.4584686288887","1212.8334651116822","1369.097314657174","1122.9608875808387","381.5735991568593","462.06588563458854"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","3.8843760852050635","3.94579062392454","3.014573913034701","5.48141056377947","9.407653933109387","3.497609908017368","3.5928643272946594","3.965769926140305","12.599200492320003","10.296299442119945"
"original","gldm","LowGrayLevelEmphasis","0.06505106702581165","0.06905848963645718","0.05466915932341377","0.09500768959140625","0.1498400373265701","0.06215312011013801","0.06179221182230308","0.06706750332347115","0.21815532476530633","0.1804278785061212"
"original","gldm","SmallDependenceEmphasis","0.025831689920868154","0.026426635881578724","0.027493553655461158","0.029199398350882887","0.02742956803512371","0.026779912198877633","0.0262217566755359","0.028127939616097095","0.02789617277843211","0.02617606843553579"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","0.5192254122385607","0.49191844003900487","0.6984416788104246","0.3926039675009234","0.30587445232784977","0.5112197139669015","0.5655890611477556","0.5165286363551834","0.18577824376208119","0.21078241306492124"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.0019372593486842314","0.001991452240605979","0.0017018701799555202","0.002932219308560427","0.004105869993914172","0.0019322305040791368","0.0018517706541900688","0.0020552135057327016","0.0075487743864949","0.005186636462627105"
"original","glrlm","GrayLevelNonUniformity","1337.3809217697503","955.8672717085345","879.9135689101772","1616.6889885813957","1422.2672597786552","1113.146018920865","1029.2294050773962","1206.9364642063413","1337.9692264809778","1115.817944197505"
"original","glrlm","GrayLevelNonUniformityNormalized","0.24364184382471238","0.23566656862439947","0.2138137003684965","0.3438166013430909","0.27175297722004665","0.3170070852604582","0.2546199452188411","0.27631896669105976","0.33810259696015577","0.3401267029712035"
"original","glrlm","GrayLevelVariance","1.394255658604358","1.3427017426484058","1.8950819554802614","0.654202733333861","1.1920712817067074","0.9288507251843828","1.3702608073831493","1.017740069287806","0.7153182646924324","0.6639694117756982"
"original","glrlm","HighGrayLevelRunEmphasis","20.247639618049025","18.514176561321904","23.901305042021633","13.103776245791742","11.79973626968653","18.257289457420548","20.164675452892933","17.89558162454291","6.900805274039315","7.930099169204849"
"original","glrlm","LongRunEmphasis","221.09784875002634","146.84438840292532","198.18549390570888","94.85198833889103","162.84332364149162","125.10911817604135","170.7766682775228","135.27328787769707","177.47039112764966","118.4051648322926"
"original","glrlm","LongRunHighGrayLevelEmphasis","3889.0803604412913","2718.2459261564013","4964.124816830359","1140.708708705135","1312.0495289072549","2475.8842393636687","3845.792810645101","2403.2320314288963","958.1258910477047","946.2519605257286"
"original","glrlm","LongRunLowGrayLevelEmphasis","14.543245290841288","9.862566186040116","9.843503953213236","9.03104768696815","28.91240560717533","7.178967490883341","8.863548259134024","8.476491864952735","39.35466096461654","18.1673396106512"
"original","glrlm","LowGrayLevelRunEmphasis","0.0743136689197057","0.07876898852657815","0.0691723180169352","0.09914437835433737","0.13075028025148785","0.07471982714895868","0.0762366808834867","0.07645213902530076","0.2588644375670084","0.2036430345681348"
"original","glrlm","RunEntropy","5.686670277690361","5.609264475297431","5.576457744984662","5.185550506022655","5.577254299471572","5.298993794335146","5.688825891447068","5.580922545085928","5.144099405841958","5.337626470377476"
"original","glrlm","RunLengthNonUniformity","740.4960813296773","510.85044025987287","610.2997059595558","717.7600779136437","715.2897936016744","508.9085302848444","542.6246821938522","662.2596829466867","656.4276295308558","416.0580738362309"
"original","glrlm","RunLengthNonUniformityNormalized","0.13550778517330025","0.1284241176421561","0.15007840206063205","0.14630569409122196","0.13291830531473933","0.1419946631872074","0.13396736321166944","0.14977208685944515","0.1617703870379209","0.12027134176530964"
"original","glrlm","RunPercentage","0.16036976336294892","0.17915412467827072","0.1753351487222455","0.1970498452789161","0.18265772843126987","0.17680124530539632","0.1589247020585049","0.16980985942764204","0.17548963639557352","0.18365411436541146"
"original","glrlm","RunVariance","171.67368593161592","109.19211663096402","159.89865945046807","62.225186224504945","122.58207458440353","84.97560951524655","123.5545231303598","94.01102666212702","135.77938652876202","75.82717587419984"
"original","glrlm","ShortRunEmphasis","0.3011805906331073","0.27850270666875276","0.3268459371675057","0.3452847128679002","0.31653917862871467","0.3137627482761902","0.31189257633658063","0.3662682148596018","0.3717816539668848","0.28232581532581336"
"original","glrlm","ShortRunHighGrayLevelEmphasis","6.185156450733224","4.90125960479856","8.210373087946298","4.722769670473687","4.008027170735474","5.732661870201186","6.635428605117909","6.327302931743585","2.3881841585908306","2.3853796140199837"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.024038576448884977","0.023799500876589743","0.023653885526475415","0.03552411540108265","0.04064271977525449","0.02566868592426168","0.02430181850762453","0.03066740465413683","0.12722353828933863","0.059386627321394075"
"original","glszm","GrayLevelNonUniformity","63.605442176870746","43.773809523809526","48.37899543378995","79.08540925266904","60.62686567164179","47.01117318435754","51.97674418604651","50.52100840336134","63.94642857142857","49.830601092896174"
"original","glszm","GrayLevelNonUniformityNormalized","0.2163450414179277","0.2605583900226757","0.22090865494881257","0.28144273755398236","0.22621964802851416","0.26263225242657845","0.24175229853975122","0.2122731445519384","0.2854751275510204","0.27229836662784795"
