"Image type","Feature Class","Feature Name","Segmentation_61-70_segment_Segment_1","Segmentation_61-70_segment_Segment_2","Segmentation_61-70_segment_Segment_3","Segmentation_61-70_segment_Segment_4","Segmentation_61-70_segment_Segment_5","Segmentation_61-70_segment_Segment_6","Segmentation_61-70_segment_Segment_7","Segmentation_61-70_segment_Segment_8","Segmentation_61-70_segment_Segment_9","Segmentation_61-70_segment_Segment_10"
"diagnostics","Mask-original","Size","(1191, 1089, 1)","(1191, 1089, 1)","(1191, 1089, 1)","(1191, 1089, 1)","(1191, 1089, 1)","(1191, 1089, 1)","(1191, 1089, 1)","(1191, 1089, 1)","(1191, 1089, 1)","(1191, 1089, 1)"
"diagnostics","Mask-original","BoundingBox","(145, 148, 0, 281, 66, 1)","(113, 330, 0, 313, 71, 1)","(82, 517, 0, 345, 64, 1)","(178, 686, 0, 253, 103, 1)","(172, 890, 0, 262, 78, 1)","(704, 125, 0, 327, 62, 1)","(680, 306, 0, 338, 113, 1)","(677, 525, 0, 315, 63, 1)","(676, 694, 0, 281, 64, 1)","(670, 894, 0, 285, 77, 1)"
"diagnostics","Mask-original","VoxelNum","13337","19298","20445","23562","18211","19420","33331","16561","16080","17226"
"diagnostics","Mask-original","VolumeNum","1","1","1","1","1","1","1","1","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(285.22936192547047, 180.82462322861213, 0.0)","(267.9250699554358, 363.6346253497772, 0.0)","(257.06138420151626, 549.1721692345317, 0.0)","(305.15834818775994, 736.9178338001867, 0.0)","(300.9386634451705, 930.2599527757949, 0.0)","(867.7428424304841, 155.74958805355303, 0.0)","(847.3255827907954, 362.75209264648527, 0.0)","(841.3576474850553, 557.4356017148723, 0.0)","(816.7205845771144, 724.0529228855721, 0.0)","(811.7465459189597, 932.1894229652851, 0.0)"
"diagnostics","Mask-original","CenterOfMass","(42.78440428882057, 27.123693484291817, 0.0)","(40.188760493315364, 54.54519380246658, 0.0)","(38.55920763022744, 82.37582538517975, 0.0)","(45.77375222816399, 110.537675070028, 0.0)","(45.14079951677557, 139.53899291636924, 0.0)","(130.1614263645726, 23.362438208032952, 0.0)","(127.0988374186193, 54.412813896972786, 0.0)","(126.20364712275828, 83.61534025723084, 0.0)","(122.50808768656717, 108.60793843283581, 0.0)","(121.76198188784394, 139.82841344479274, 0.0)"
"original","shape","Elongation","0.17075258209826663","0.19908460356523322","0.17517550435546156","0.3865403991572741","0.2696635877750703","0.1856172442333861","0.3133669602583808","0.1752277538376817","0.20731550165575482","0.21704849739596077"
"original","shape","Flatness","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"original","shape","LeastAxisLength","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"original","shape","MajorAxisLength","48.68472203457951","54.14988302156374","59.34255027018928","42.90314623296308","45.21115006524915","55.96535440045461","56.33723248598015","53.53508709650235","48.36762291994452","48.80033463170573"
"original","shape","Maximum2DDiameterColumn","41.99999999999999","46.65","51.599999999999994","37.2","39.15","49.05","49.8","46.5","42.0","42.599999999999994"
"original","shape","Maximum2DDiameterRow","7.95","9.9","9.6","15.15","11.4","9.15","15.75","9.3","9.149999999999999","9.6"
"original","shape","Maximum2DDiameterSlice","42.50826390244607","47.72027870832273","52.2553585768962","39.99912499042947","40.527768258318886","49.81558491074856","52.35257873304809","48.04427645412094","42.57490458004574","43.32741626268522"
"original","shape","Maximum3DDiameter","42.50826390244607","47.72027870832273","52.2553585768962","39.99912499042947","40.527768258318886","49.81558491074856","52.35257873304809","48.04427645412094","42.57490458004574","43.32741626268522"
"original","shape","MeshVolume","296.4018750000795","430.023750000237","455.5106250002648","526.3012500003414","406.0387500001909","432.6337500002446","745.1812500005252","368.54812500015674","358.029375000167","383.7356250001687"
"original","shape","MinorAxisLength","8.313041996140827","10.780407994451771","10.395361173319738","16.58379926999245","12.19180093403219","10.388134856357192","17.6542272935013","9.380833063424763","10.027358009544685","10.592039304231795"
"original","shape","Sphericity","0.31239013791247827","0.28455312016481404","0.2790963841378242","0.2728572710112963","0.29192829695369715","0.28379977774815146","0.24600956685891562","0.2951262107973766","0.3001206661768628","0.2947321208401006"
"original","shape","SurfaceArea","688.1885470095563","968.2386182111746","1025.7989626455906","1155.3268351048494","908.3493690555573","974.7330028190202","1615.7471826973829","842.3110149282761","812.4575202861212","866.4524521366915"
"original","shape","SurfaceVolumeRatio","2.321809020301817","2.251593355508018","2.2519759284319534","2.1951816285902797","2.2371002005476823","2.2530211820470987","2.1682606516149514","2.2854844667244416","2.2692482154173583","2.2579411336550015"
"original","shape","VoxelVolume","300.0825","434.205","460.0125","530.145","409.7475","436.95","749.9475","372.6225","361.8","387.585"
"original","firstorder","10Percentile","155.0","154.0","132.0","142.0","146.0","129.0","142.0","148.0","155.0","164.0"
"original","firstorder","90Percentile","177.0","199.0","172.0","179.0","186.0","160.0","210.0","183.0","188.0","200.0"
"original","firstorder","Energy","366745485.0","610379542.0","467459777.0","610629559.0","502791378.0","398655790.0","988845999.0","451249786.0","471426126.0","575160405.0"
"original","firstorder","Entropy","0.9919039736262698","1.6962050143697716","1.3449732399642076","1.453118881804909","1.5035561068592864","1.0704364651044307","2.0096683652101337","1.3470292358426896","1.4038911165735999","1.481277893537228"
"original","firstorder","InterquartileRange","12.0","22.0","21.0","20.0","22.0","15.0","38.0","18.0","15.0","18.0"
"original","firstorder","Kurtosis","5.556205824224877","3.590832962714884","2.6305180093042804","3.0750869335507023","2.9981338610469814","4.649556764250351","2.3763385850547776","3.788853432997174","4.4742112730616626","4.736923956756555"
"original","firstorder","Maximum","223.0","239.0","206.0","220.0","234.0","218.0","255.0","235.0","227.0","241.0"
"original","firstorder","MeanAbsoluteDeviation","7.745883145987293","13.752208670032733","12.328208943092495","11.793656489225626","12.830980705159368","9.601701326098462","21.145366332074197","11.107760879235506","10.502178102027178","12.053746945642516"
"original","firstorder","Mean","165.47551923221116","176.91626075240958","150.4694057226706","160.30179950768186","165.395090879139","142.73553038105047","170.37415619093338","164.4459875611376","170.62164179104477","181.98960873098804"
"original","firstorder","Median","166.0","178.0","149.0","160.0","165.0","141.0","164.0","163.0","171.0","183.0"
"original","firstorder","Minimum","119.0","116.0","121.0","116.0","119.0","116.0","118.0","124.0","120.0","119.0"
"original","firstorder","Range","104.0","123.0","85.0","104.0","115.0","102.0","137.0","111.0","107.0","122.0"
"original","firstorder","RobustMeanAbsoluteDeviation","4.786648656949494","8.956796175824643","9.293282496305116","8.439503749964034","9.193680293732816","6.646182089003219","15.82978469556917","7.55217097523286","6.674697527548716","7.635692132162888"
"original","firstorder","RootMeanSquared","165.82626248255897","177.84589013639905","151.20932208482037","160.9840451334829","166.1602028258571","143.27632229859518","172.2424358047936","165.06888809755952","171.22366994447273","182.7268085290367"
"original","firstorder","Skewness","-0.6022046921254964","-0.39305285021791064","0.47728342868809337","-0.05115153541544336","0.12494436361917391","1.0448318635432634","0.5703160187037714","0.6154562546011777","-0.19559630992421437","-0.7934967971235095"
"original","firstorder","TotalEnergy","8251773.4125","13733539.695","10517844.9825","13739165.077499999","11312806.004999999","8969755.275","22249034.9775","10153120.185","10607087.834999999","12941109.112499999"
"original","firstorder","Uniformity","0.6337185350057827","0.36566302376649756","0.4338479805018218","0.4383545744410946","0.41352283667411077","0.5851923388991357","0.28137720893050194","0.49157819260179225","0.44584374458553006","0.46517745006997413"
"original","firstorder","Variance","116.20186376466349","329.7973197935483","223.21702681729172","219.19586213822572","253.6769162113335","154.6728982511367","640.1035941958799","205.25499280680137","205.8005017821341","268.86886914912617"
"original","glcm","Autocorrelation","9.76259805223604","13.60993359832096","6.890873661618364","9.047480785334754","10.337099235055796","5.214007685784384","12.191950066400963","10.088833544415268","11.43606541051539","14.927291941952156"
"original","glcm","ClusterProminence","2.925016960115609","15.495028287319197","5.866473126341817","7.1186705814944204","8.114812093916811","4.98771592915982","40.92417560002995","7.5687358346033635","6.971969376191051","13.396334858352999"
"original","glcm","ClusterShade","0.18542658402527123","-0.9902806707125076","1.1609975080072876","-0.07451335945568727","0.2427617094480976","1.1523676321341516","4.124395366553167","0.8463948665461367","0.30672080775150345","-1.4905603634288909"
"original","glcm","ClusterTendency","0.7232356255751791","2.206705658371388","1.5118023879410998","1.5140733227652072","1.6600865153597937","0.974441192937028","4.14090730617383","1.3648416352126214","1.4216351677087062","1.730722076371459"
"original","glcm","Contrast","0.14285650433156186","0.1900282438420347","0.13086455899052893","0.18485057896693913","0.165125907285275","0.13980316926507694","0.15883070858324833","0.1734750196359618","0.16677697335615602","0.17639686582546665"
"original","glcm","Correlation","0.6683777288025375","0.8408422798769732","0.840725611669437","0.7819107479997943","0.818667449958382","0.7491382751863871","0.926054219828613","0.7739140575378126","0.7893089793342374","0.8141766527869126"
"original","glcm","DifferenceAverage","0.14235925040053285","0.1859933898995435","0.13073990911453387","0.1839907839219611","0.16434582859655383","0.1394620398068543","0.15837551586803061","0.17144457912853925","0.16598723732428397","0.17450793333579837"
"original","glcm","DifferenceEntropy","0.5864340444705559","0.699575343260272","0.555013297740114","0.6870484390758272","0.6435545135385022","0.5771801068707391","0.6250552303470932","0.6584583870000031","0.648250869598662","0.6691769885692694"
"original","glcm","DifferenceVariance","0.12166172278456162","0.154391422213656","0.11302685858219069","0.14999537729607687","0.13740291108753858","0.11927710954676302","0.13249192110088648","0.14244651450621212","0.13864933531017068","0.14497944799507811"
"original","glcm","Id","0.9289032504549051","0.9076757807073101","0.9346508204220656","0.9081479072131824","0.91795709881651","0.9303258350062766","0.9208881075185209","0.9146161171869674","0.9171380040098368","0.9130608554137122"
"original","glcm","Idm","0.9288701001928364","0.9074067904444774","0.9346425104303326","0.9080905875435172","0.9179050935705952","0.9303030930423951","0.9208577613375064","0.9144807544864725","0.9170853549410453","0.9129349265810676"
"original","glcm","Idmn","0.9945094759920039","0.9948804590337659","0.994967739639961","0.9928972042178098","0.995540300122109","0.9946256695862893","0.9968244164533505","0.9953197174713554","0.9954957158661791","0.9952401749742699"
"original","glcm","Idn","0.9762852976458881","0.9735015666918954","0.9782129830017681","0.9693553406569346","0.9765359544627908","0.9767644488288154","0.9802093826375409","0.9755441751335555","0.9763016399542429","0.9751040261750585"
"original","glcm","Imc1","-0.3875346245560195","-0.5113587866079914","-0.547384644709329","-0.4502808692642515","-0.503884801273806","-0.43585121516679015","-0.6338981905978238","-0.4477216397558913","-0.48051048668964147","-0.47971066957240754"
"original","glcm","Imc2","0.7160662891463325","0.902192393656079","0.8758206595180726","0.8477320220855544","0.8782705305153288","0.7724286961103699","0.958293136667522","0.828304487369129","0.853439262634381","0.8638042446590959"
"original","glcm","InverseVariance","0.14192415321088248","0.18246289269986365","0.13063084047303822","0.18323846325760534","0.16366325974392285","0.13916355153090945","0.15797722224221517","0.1696679436845445","0.1652962182963959","0.17285511740733858"
"original","glcm","JointAverage","3.101206698992782","3.620178205658206","2.558444277275055","2.9521439426848786","3.1564710322838954","2.2372633723044117","3.346101779246368","3.129051775422057","3.335018093920885","3.8129563454584376"
"original","glcm","JointEnergy","0.5332145807416278","0.2638413187959449","0.34408122827894766","0.3246967898376397","0.3148400119185706","0.48431855269376306","0.21244822922876402","0.38471758535993866","0.3385048673461941","0.36245215044180473"
"original","glcm","JointEntropy","1.5435860721082826","2.4820028372546057","1.9561320581521344","2.2152613816737228","2.2136500365890557","1.6699928366790873","2.7287463491690778","2.0658946649394303","2.0834823939372367","2.2053412460430923"
"original","glcm","MCC","0.773847961818505","0.8652176333375574","0.8460648914280948","0.789566988890826","0.8377898447780845","0.7569345443622748","0.9420625324320183","0.7790481727915971","0.8508006929718595","0.8608086147371464"
"original","glcm","MaximumProbability","0.7176607093993275","0.4186577135291422","0.46384473368047496","0.5242205488000766","0.4968990066859202","0.6720084014997332","0.36861026388835993","0.591960164260886","0.5074827489478074","0.5730475945062815"
"original","glcm","SumAverage","6.202413397985564","7.240356411316413","5.11688855455011","5.904287885369757","6.312942064567791","4.4745267446088235","6.692203558492737","6.258103550844114","6.67003618784177","7.625912690916876"
"original","glcm","SumEntropy","1.3983032391350316","2.2784863972135967","1.824620825841539","2.0267930332069617","2.045675350245125","1.5293529651737334","2.5678479516394432","1.8850644371798082","1.9137632448991864","2.021659146743966"
"original","glcm","SumSquares","0.21652303247668525","0.5991834755533556","0.4106667367329072","0.42473097543303656","0.4563031056612672","0.27856109055052625","1.0749345036892695","0.38457916371214584","0.3971030352662155","0.47677973554923136"
"original","gldm","DependenceEntropy","2.8860058764080527","3.9878841927579995","3.2536123971099085","3.7348407431269925","3.6491779559138307","2.960537488834905","4.129921314309815","3.4917980304987273","3.576862709179905","3.674003543643618"
"original","gldm","DependenceNonUniformity","4842.552822973682","5511.62420976267","8051.227048178039","6370.771920889568","5795.749656800835","7249.575386199794","10856.306651465602","4957.986534629551","4934.300373134329","5040.333217229769"
"original","gldm","DependenceNonUniformityNormalized","0.3630916115298555","0.2856059804001798","0.3937993175924695","0.2703833257316683","0.31825543115703886","0.3733046027909266","0.325711999383925","0.2993772438034872","0.30685947594118956","0.29260032609019904"
"original","gldm","DependenceVariance","3.397468755251037","3.8794207086392225","2.9581814076753115","3.505127058475671","3.5353158970583096","3.151609242703701","3.1799910923709755","3.461394720214706","3.5260492314546674","3.664110312324519"
"original","gldm","GrayLevelNonUniformity","8451.904101372123","7056.56503264587","8870.021961359746","10328.510482981072","7530.664378672231","11364.435221421216","9378.583750862561","8141.02644767828","7169.167412935323","8013.146754905376"
"original","gldm","GrayLevelVariance","0.22847201686252933","0.6261415652078386","0.4093772452633","0.43910450260155925","0.4710656271101444","0.2795314480384285","1.0869626602463176","0.3920882475566549","0.4152189572968491","0.5019222601105642"
"original","gldm","HighGrayLevelEmphasis","9.78383444552748","13.586589283863614","6.9456590853509415","9.080638315932434","10.36153972873538","5.293717816683831","12.215415079055534","10.118833403779965","11.498569651741294","14.921281783350748"
"original","gldm","LargeDependenceEmphasis","63.226887605908374","59.124261581511036","64.61428222059183","59.11841100076394","61.23139860523859","63.74284243048404","61.9915094056584","60.117444598756116","60.83320895522388","60.09624985487054"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","599.1568568643623","807.9460047673334","431.4161897774517","532.3150836092012","641.9413541266267","314.45942327497426","744.8533197323812","595.7810518688485","683.7102611940298","908.2835249042146"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","7.116708405188573","5.287160169159729","11.971568476400098","7.9137316559620485","6.928000933501729","15.070448807071747","7.375694196382862","6.876559403283484","6.173064624792703","4.586303730149515"
"original","gldm","LowGrayLevelEmphasis","0.11406013346329759","0.0960026801856266","0.18238494877856581","0.14213824755491422","0.12036421820755464","0.23447512587252545","0.1222082408013459","0.1168666847815148","0.10370686498065229","0.0819444928209296"
"original","gldm","SmallDependenceEmphasis","0.029217524775357977","0.03180215834678547","0.024734666896930053","0.030422284019695205","0.02987826685829234","0.025875130192825495","0.027338401925096206","0.029273700077082812","0.030177674464271612","0.030318846744377362"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","0.3219732257987519","0.4111852057547453","0.180245530675156","0.2760076537963804","0.3048230406736304","0.15590822131528354","0.3497196127708531","0.31399429403392576","0.3564964888704469","0.4413458587549386"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.003730781750523404","0.004397880565457399","0.0050771334272160015","0.005742794163073382","0.004884797477046022","0.0067034159659143935","0.00417413673429693","0.0036230989919051005","0.004369922832033619","0.003566482977496962"
"original","glrlm","GrayLevelNonUniformity","803.9350566276844","1141.1486477080398","1103.696959484608","1481.617417057625","1026.035922084508","1146.9231062686663","1301.3442025011946","995.3710235027943","1047.8962019112203","989.4564449887012"
"original","glrlm","GrayLevelNonUniformityNormalized","0.38472020026087406","0.30480780197656065","0.37507871725532316","0.32669007213819334","0.3211291832437543","0.3877602201508244","0.23448128187362263","0.3278633833955982","0.3670695234349339","0.3098220126772995"
"original","glrlm","GrayLevelVariance","0.5227554912839055","0.8838582529856914","0.5347249394868074","0.7044159337884213","0.7297783879333062","0.5224646800257243","1.4228367866497598","0.6934075824043368","0.6240078305975071","0.8356347534320236"
"original","glrlm","HighGrayLevelRunEmphasis","11.063434052222064","13.324021870614192","7.998549709123682","9.278119064229838","10.055455162966187","6.652969999721663","12.95367439798336","10.792666873253967","12.33448670960493","14.437847414621391"
"original","glrlm","LongRunEmphasis","204.06484491379973","132.01972530647166","253.36023696097934","93.11571400474915","151.58392000832862","225.5297541923997","157.7940660083884","135.431536039756","128.68865891280677","119.02651882417535"
"original","glrlm","LongRunHighGrayLevelEmphasis","1854.8262371321805","1759.3541089285382","1506.3987291090646","787.464924161673","1571.3148585691606","1004.0290475165025","1846.4980254528682","1271.8365919781122","1338.2294307903353","1807.7098277300092"
"original","glrlm","LongRunLowGrayLevelEmphasis","23.12838275475542","11.81604767674084","50.60057457903912","12.944216241669732","16.819143202514113","54.288893084074694","18.27043134574182","15.445372521453503","13.646647415740391","8.796572351439476"
"original","glrlm","LowGrayLevelRunEmphasis","0.11934980393936526","0.11665044447206491","0.17452284367598597","0.16879641501049023","0.14499778191585783","0.23135603926914222","0.13518480678514605","0.12385906256335794","0.11255568639290693","0.10002701304018076"
"original","glrlm","RunEntropy","4.907780684042503","5.1275230924915665","5.251848408316372","5.205417163678134","5.184820304729289","5.1437659171342816","5.850801304219129","5.1772476325966785","5.041009890546351","5.210715263653566"
"original","glrlm","RunLengthNonUniformity","345.84232215367047","651.5062918115433","389.6730371715699","620.7037135447528","490.7146759714867","434.28015845815696","680.9260417476072","469.41141101018155","436.7628054824565","492.98178004248257"
"original","glrlm","RunLengthNonUniformityNormalized","0.15903418428247162","0.1748274791552748","0.13231972222591845","0.1369427593296792","0.15605399904604206","0.13980320417708575","0.12459077762568742","0.1496084777504295","0.15380446941510348","0.1549775390975107"
"original","glrlm","RunPercentage","0.15813151383369572","0.1959140843610737","0.14348251406211787","0.19282106782106784","0.17552578112130032","0.15199536560247168","0.1663916474153191","0.18412233560775315","0.1787313432835821","0.18598339719029375"
"original","glrlm","RunVariance","153.30644895740022","102.26062970355017","192.68342957319055","62.877969250770526","115.04907970048558","167.24730527854481","112.65830319089545","96.07282391459286","94.09360861950503","85.60354516278895"
"original","glrlm","ShortRunEmphasis","0.37627737467110256","0.40531066708134694","0.32252177353726486","0.3388118483300241","0.3730646748697432","0.3351749053132419","0.3133980241865483","0.3498908338503509","0.3631230491095695","0.37501002064640054"
"original","glrlm","ShortRunHighGrayLevelEmphasis","4.440355194038346","5.1404747190399664","2.5297435189481394","3.144132577541861","3.7537735442713727","2.346096199001947","4.192885544878331","3.853575744673023","4.615810673610813","5.3681167996683"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.04748875462355708","0.057128093762313106","0.06387213822647622","0.07024617904139421","0.062394159102817655","0.0832329864543129","0.05055309473961432","0.04529084793393408","0.04642736905218456","0.043771636770351646"
"original","glszm","GrayLevelNonUniformity","109.77450980392157","48.678260869565214","43.96969696969697","72.12578616352201","49.87111111111111","71.26851851851852","61.01146131805157","58.58293838862559","69.72361809045226","61.669642857142854"
"original","glszm","GrayLevelNonUniformityNormalized","0.5381103421760861","0.2116446124763705","0.2664830119375574","0.2268106483129623","0.2216493827160494","0.3299468449931413","0.1748179407394028","0.27764425776599805","0.3503699401530264","0.2753109056122449"
