"Image type","Feature Class","Feature Name","Segmentation_11-20_segment_Segment_1","Segmentation_11-20_segment_Segment_2","Segmentation_11-20_segment_Segment_3","Segmentation_11-20_segment_Segment_4","Segmentation_11-20_segment_Segment_5","Segmentation_11-20_segment_Segment_6","Segmentation_11-20_segment_Segment_7","Segmentation_11-20_segment_Segment_8","Segmentation_11-20_segment_Segment_9","Segmentation_11-20_segment_Segment_10"
"diagnostics","Mask-original","Size","(1100, 1079, 1)","(1100, 1079, 1)","(1100, 1079, 1)","(1100, 1079, 1)","(1100, 1079, 1)","(1100, 1079, 1)","(1100, 1079, 1)","(1100, 1079, 1)","(1100, 1079, 1)","(1100, 1079, 1)"
"diagnostics","Mask-original","BoundingBox","(152, 79, 0, 217, 151, 1)","(142, 347, 0, 248, 69, 1)","(137, 513, 0, 273, 78, 1)","(151, 677, 0, 237, 98, 1)","(144, 855, 0, 258, 85, 1)","(621, 130, 0, 238, 87, 1)","(609, 303, 0, 228, 117, 1)","(577, 519, 0, 292, 96, 1)","(606, 706, 0, 219, 81, 1)","(614, 889, 0, 244, 65, 1)"
"diagnostics","Mask-original","VoxelNum","29558","14992","18035","21345","20814","16973","23620","25009","15347","13242"
"diagnostics","Mask-original","VolumeNum","1","1","1","1","1","1","1","1","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(263.2729887001827, 155.72981933825022, 0.0)","(263.55049359658483, 382.8521878335112, 0.0)","(274.6401996118658, 550.7894649293041, 0.0)","(273.51599906301243, 724.6305926446474, 0.0)","(272.638032093783, 897.434178918036, 0.0)","(742.5616567489542, 170.26159194014022, 0.0)","(721.7254868755292, 363.4417019475021, 0.0)","(723.2473109680515, 563.8935983046104, 0.0)","(714.815338502639, 746.1683716687301, 0.0)","(733.7124301465035, 921.3203443588582, 0.0)"
"diagnostics","Mask-original","CenterOfMass","(39.4909483050274, 23.359472900737533, 0.0)","(39.53257403948772, 57.42782817502668, 0.0)","(41.19602994177987, 82.61841973939562, 0.0)","(41.02739985945186, 108.69458889669711, 0.0)","(40.89570481406745, 134.6151268377054, 0.0)","(111.38424851234312, 25.53923879102103, 0.0)","(108.25882303132938, 54.516255292125315, 0.0)","(108.48709664520771, 84.58403974569156, 0.0)","(107.22230077539584, 111.9252557503095, 0.0)","(110.05686452197553, 138.1980516538287, 0.0)"
"original","shape","Elongation","0.6897950729588467","0.251228279997574","0.24741978239661797","0.4042923977550927","0.32485787824859047","0.3122245623532856","0.4735205605725789","0.3007912345117305","0.3214048223366047","0.22467061196177476"
"original","shape","Flatness","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"original","shape","LeastAxisLength","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"original","shape","MajorAxisLength","35.930647933489404","42.34690398815047","46.76785724065571","39.73347012921745","43.80495883410047","40.52723776597279","38.7669328102769","50.09069683592001","38.04285849625118","42.34132901924413"
"original","shape","Maximum2DDiameterColumn","32.099999999999994","37.05","40.8","35.4","38.4","35.4","34.199999999999996","43.49999999999999","32.699999999999996","36.449999999999996"
"original","shape","Maximum2DDiameterRow","22.2","9.9","10.200000000000001","14.4","12.6","12.0","17.1","14.4","11.25","9.75"
"original","shape","Maximum2DDiameterSlice","38.4942203453973","38.24411719467453","41.78516483155236","37.427029003114846","40.429939401389156","36.34862445815522","37.43183805265245","45.74581948112854","34.73010221695294","37.58091270844815"
"original","shape","Maximum3DDiameter","38.4942203453973","38.24411719467453","41.78516483155236","37.427029003114846","40.429939401389156","36.34862445815522","37.43183805265245","45.74581948112854","34.73010221695294","37.58091270844815"
"original","shape","MeshVolume","661.121250000457","333.8700000001351","402.0112500001994","476.66625000029035","464.55562500027145","378.49312500016964","527.7750000003296","558.4312500003881","342.0768750001425","294.5568750001002"
"original","shape","MinorAxisLength","24.784783912739957","10.63873985216545","11.57129306163913","16.063939909671674","14.230385983612727","12.653599074868403","18.35693975600182","15.066842538829212","12.227158176164203","9.512852302028431"
"original","shape","Sphericity","0.2573254642029331","0.30797679098981845","0.29252243874869965","0.2820682746643496","0.2826641415587928","0.29941929080323054","0.2745460173651858","0.26723294389600155","0.3081167175419124","0.3160845544896397"
"original","shape","SurfaceArea","1426.2273836883644","755.7028610513835","900.5000545727083","1046.1793685266136","1026.2154652871163","845.1030660470493","1150.3628621104915","1227.1771803682384","767.6878596932225","677.319572780607"
"original","shape","SurfaceVolumeRatio","2.1572856472052266","2.2634644054604416","2.2399872007866986","2.194783810529855","2.209026024141924","2.232809555118526","2.179646368452036","2.197543888110462","2.2441968919790405","2.2994526024231368"
"original","shape","VoxelVolume","665.055","337.32","405.78749999999997","480.2625","468.315","381.8925","531.4499999999999","562.7025","345.3075","297.945"
"original","firstorder","10Percentile","167.0","178.0","175.0","159.0","147.0","177.0","180.0","171.0","185.0","163.0"
"original","firstorder","90Percentile","204.0","203.0","199.0","187.0","175.0","215.0","212.0","198.0","215.0","194.0"
"original","firstorder","Energy","1027345792.0","532981350.0","629134568.0","635908820.0","536834054.0","661958712.0","896775065.0","867080832.0","606827447.0","419425629.0"
"original","firstorder","Entropy","1.4471487526580304","0.7875947735007844","0.8966499568362605","1.0141082544704283","1.0958151029278669","1.4286111313707563","1.3148781280864008","0.9355452832750102","1.3595417665537821","1.1845659879888104"
"original","firstorder","InterquartileRange","19.0","12.0","12.0","15.0","15.0","18.0","17.0","12.0","14.0","17.0"
"original","firstorder","Kurtosis","3.449835299598028","4.418827316632174","3.7347586328164932","2.6436328947487953","3.39064104035988","3.970393998711934","3.899255910037087","3.7189517224461826","5.133736925420907","2.6405799377495254"
"original","firstorder","Maximum","251.0","247.0","233.0","216.0","221.0","237.0","255.0","233.0","238.0","220.0"
"original","firstorder","MeanAbsoluteDeviation","11.653765880938815","7.7666372616800805","7.686781816676734","8.692833343237657","8.540128862530523","11.740198330320593","10.647505389812304","8.030479612328966","9.730504573615377","9.436557067475414"
"original","firstorder","Mean","185.83442722782326","188.28175026680896","186.51976711948987","172.27678613258374","160.24675699048717","196.88116420196783","194.35939881456392","185.90523411571834","198.39141200234573","177.59726627397674"
"original","firstorder","Median","186.0","186.0","186.0","171.0","159.0","198.0","193.0","187.0","199.0","177.0"
"original","firstorder","Minimum","129.0","157.0","164.0","149.0","137.0","139.0","142.0","144.0","133.0","139.0"
"original","firstorder","Range","122.0","90.0","69.0","67.0","84.0","98.0","113.0","89.0","105.0","81.0"
"original","firstorder","RobustMeanAbsoluteDeviation","8.085898957412386","5.334197992456485","5.459313141900199","6.467502591379894","6.357213178250359","7.860180316597856","7.246458022263745","5.455728651835736","6.153174840018508","7.1679719928981"
"original","firstorder","RootMeanSquared","186.43214689396677","188.54986226539341","186.77283064975362","172.60339936942572","160.59878436567593","197.485923642972","194.85063049657063","186.200837294972","198.8478324771878","177.97159410963025"
"original","firstorder","Skewness","-0.15296613458713137","1.0480247112326326","0.6489862095541203","0.48304922505622155","0.6060747901127009","-0.9037323454952411","0.19109576704266634","-0.5337385855650387","-0.8381943289807653","0.13889572217258003"
"original","firstorder","TotalEnergy","23115280.32","11992080.375","14155527.78","14307948.45","12078766.215","14894071.02","20177438.9625","19509318.72","13653617.5575","9437076.6525"
"original","firstorder","Uniformity","0.4514055428945345","0.710902653951905","0.677960476229529","0.5219653078645665","0.5792664932925151","0.4150939121379956","0.4777233949042165","0.6521136336698308","0.4378974733576759","0.47640726151299967"
"original","firstorder","Variance","222.51105240046576","101.03307676580836","94.46674261280299","112.64243370947275","112.94641376462275","238.49721959555583","191.19229735237792","109.9957377285878","181.3081245912497","133.09932193317613"
"original","glcm","Autocorrelation","9.085236544573998","4.569125752524329","4.119883645901653","5.900257999142238","3.964102506708949","11.832037337171291","11.234540411177575","8.78485746795133","12.071838323180232","7.007308668813987"
"original","glcm","ClusterProminence","8.546159924009352","1.9579407749995434","2.461052568696095","1.538539094294885","3.3069992459811806","8.252474200482393","6.099453744528255","2.530678142673604","6.560451207969324","2.4511060537731653"
"original","glcm","ClusterShade","-0.36088269018653113","0.5483853708979493","0.05175452901292733","0.536669472626112","-0.06564654589758138","-1.3614899993526548","0.6377899062427308","-0.23207975489344906","-0.7420365732580783","-0.001424830000454333"
"original","glcm","ClusterTendency","1.5433141991679222","0.5532887295160712","0.6440810697986407","0.9059467052023191","0.9078579483421654","1.6518233748741857","1.3383325513844206","0.7041629637859502","1.3812493009897626","1.0703916509360691"
"original","glcm","Contrast","0.17715229119365947","0.07894396991504428","0.10440039408287888","0.10392083375495562","0.15410557810441894","0.10812767135822612","0.09143707099724548","0.08817855382584458","0.15242817962176292","0.1340228315971096"
"original","glcm","Correlation","0.7939103029291992","0.7494787583504734","0.7204050524498511","0.7941931806403582","0.7100157862197899","0.8768001470857116","0.8718136297630645","0.7767989933720049","0.8006952077064067","0.7772742679743632"
"original","glcm","DifferenceAverage","0.17681014091615144","0.07894396991504428","0.10440039408287888","0.10392083375495562","0.15391041046811654","0.108097666557458","0.09126570542647855","0.08817855382584458","0.15226228206829293","0.1340228315971096"
"original","glcm","DifferenceEntropy","0.6692345328439759","0.3954724560406622","0.4801935892199654","0.47823410611987505","0.6148370691389275","0.48977088423473586","0.4392034212418675","0.42686280427041595","0.6110348248618848","0.5641558469089568"
"original","glcm","DifferenceVariance","0.14486219775428588","0.07243660679560693","0.0931803645250395","0.09275046875202132","0.12947859169075557","0.0958820288008185","0.08287445348832595","0.08004375398787691","0.12836520342584312","0.11542683578960147"
"original","glcm","Id","0.9116519545881756","0.9605280150424778","0.9477998029585605","0.9480395831225221","0.9230773227053255","0.945956167521399","0.9543957082152219","0.9559107230870776","0.9238965085580986","0.9329885842014453"
"original","glcm","Idm","0.9116291445696751","0.9605280150424778","0.9477998029585605","0.9480395831225221","0.9230643115295718","0.9459541672013478","0.9543842838438374","0.9559107230870776","0.9238854487212006","0.9329885842014453"
"original","glcm","Idmn","0.9952134873337288","0.9953562370638209","0.993858800348066","0.9938870097791201","0.990938410128616","0.9958414821742918","0.9975294225361722","0.9966085171605443","0.9941386978465381","0.9921163040236995"
"original","glcm","Idn","0.9747475182669338","0.9842112060169912","0.9791199211834242","0.9792158332490088","0.9692244234942535","0.9819844366404419","0.9869651021814096","0.9853035743623592","0.9746269029303671","0.9731954336805781"
"original","glcm","Imc1","-0.46671806438616303","-0.49213698440525155","-0.4443767125329097","-0.5201031610819618","-0.40276161516744674","-0.6200189800420789","-0.6292029656155721","-0.5242540592408499","-0.49711033575639296","-0.4816183313849269"
"original","glcm","Imc2","0.855825851208057","0.7237070812888726","0.7332873594689471","0.8047322153037388","0.761461567797306","0.9070178051136633","0.8950048217463691","0.7818804662663812","0.8538975035862537","0.8191498229788823"
"original","glcm","InverseVariance","0.1765107594233319","0.07894396991504428","0.10440039408287888","0.10392083375495562","0.1537396387863519","0.10807141235678588","0.09111576055205747","0.08817855382584458","0.1521171217090067","0.1340228315971096"
"original","glcm","JointAverage","2.9569730180862974","2.1096299078097864","1.996235164301659","2.387415046272211","1.9431068418093866","3.38320934516965","3.304964648540454","2.9378298801370137","3.4299557665356977","2.602538411908117"
"original","glcm","JointEnergy","0.3387674215231439","0.6521727325344462","0.597553182616453","0.43442769221819194","0.45997138061595844","0.3409462564248764","0.4156409591116204","0.5884572528265819","0.331530657885275","0.3741218597940147"
"original","glcm","JointEntropy","2.1976762131530236","1.1523234783733312","1.36777796511078","1.4977064104938305","1.7562223730676878","1.9434796729001484","1.7688647592220668","1.3476124340761562","2.006598112402063","1.7763709727571753"
"original","glcm","MCC","0.8065496499599656","0.7930188712999781","0.7300982498458566","0.7963158176042572","0.7216550232888982","0.9136317577704719","0.8777865727565846","0.8189319618360265","0.8660425807710468","0.7830413938805819"
"original","glcm","MaximumProbability","0.5432378004305363","0.7993277556310366","0.7657293653014777","0.5715161831913479","0.6592679033835229","0.4185589545763882","0.5825410092081406","0.7564308854732688","0.4140513103080359","0.48645830146572855"
"original","glcm","SumAverage","5.913946036172596","4.219259815619573","3.9924703286033174","4.774830092544422","3.8862136836187737","6.7664186903393","6.609929297080907","5.875659760274027","6.859911533071395","5.205076823816234"
"original","glcm","SumEntropy","2.0188651470084396","1.073379508458288","1.263377571027902","1.3937855767388758","1.6014788967033484","1.835185519973657","1.676562859644225","1.2594338802503129","1.8533186525793377","1.6423481411600664"
"original","glcm","SumSquares","0.4301166225903954","0.15805817485777884","0.1871203659703799","0.25246688473931866","0.26549088161164613","0.43998776155810293","0.35744240559541657","0.19808537940294874","0.3834193701528813","0.30110362063329466"
"original","gldm","DependenceEntropy","3.6998695200331446","2.103390627350335","2.4701672883897072","2.6870113676250327","3.1553039969919086","3.1448774416213285","2.8388617741081714","2.3380565996339313","3.477715057544318","3.167611643018403"
"original","gldm","DependenceNonUniformity","8107.5152581365455","8506.80856456777","8736.049625727752","10326.115483719841","6862.776880945517","7841.356684145408","12270.540135478408","13366.09976408493","5123.8584088095395","5005.863313698837"
"original","gldm","DependenceNonUniformityNormalized","0.27429174024414865","0.5674231966760785","0.48439421268243704","0.4837721004319438","0.3297192697677293","0.4619900244002479","0.5194978888856226","0.5344515879917202","0.3338671016361204","0.37802924888225625"
"original","gldm","DependenceVariance","3.168853423226433","2.323954561607528","2.792558793320661","2.63186589861779","3.153591730012162","2.5791749702565476","2.309272728445949","2.257080113800481","3.1816357946374563","3.130541855571106"
"original","gldm","GrayLevelNonUniformity","13342.64503687665","10657.852588046959","12227.017188799557","11141.349496369174","12056.85279139041","7045.3889707182","11283.826587637595","16308.709864448798","6720.412523620252","6308.584956955143"
"original","gldm","GrayLevelVariance","0.4390690235829976","0.1648755848369931","0.19322607544136253","0.25313628060813764","0.2640859596344785","0.45487296116248604","0.3686598277410969","0.20550708346618635","0.39697730920171753","0.30643827299009996"
"original","gldm","HighGrayLevelEmphasis","9.182116516679072","4.629335645677695","4.2054338785694485","5.964441321152495","4.044825598155088","11.852707240912038","11.248602878916174","8.804150505817905","12.093047501140289","7.054976589639027"
"original","gldm","LargeDependenceEmphasis","59.81487245415793","70.45691035218783","67.81596894926531","68.02384633403608","62.24118381858364","67.19053791315619","69.4437764606266","69.65928265824303","62.254186485958165","64.07944419272013"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","540.2041748426822","318.0128735325507","277.9904075408927","393.756148981026","245.02531949649276","802.8025687857184","773.4601185436071","608.4402015274501","754.4840033882843","450.1131249056034"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","8.250976563968393","17.165412293964188","19.845814080645656","13.659431040316495","21.299468573502878","6.770490894034316","7.030238275002351","8.687374200843253","6.010380801893965","10.835578923962478"
"original","gldm","LowGrayLevelEmphasis","0.14259158077151515","0.2524874377445749","0.30662022918399406","0.19657023502771923","0.3555919893661318","0.10579160038492508","0.10274584862169535","0.1270857491303131","0.09916865764572157","0.17258743224420614"
"original","gldm","SmallDependenceEmphasis","0.026837515988482087","0.02214374710477989","0.02389579819390406","0.023151993376756067","0.02684610332750092","0.02250622568899426","0.02115984837187611","0.020673582617337625","0.026592080265374567","0.02654349556365868"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","0.26163425139799273","0.1005992275623341","0.1050599444261784","0.14884941930495424","0.12006624180497251","0.26342516778942415","0.24650652293446307","0.19448148655146277","0.3317443649013221","0.1919329402700068"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.0040925346719660905","0.008143557272617988","0.009128881349354006","0.004323555188453746","0.010491448436072753","0.002898460151820598","0.002295433452960462","0.0027864348825639416","0.0028366516312850368","0.0051050534478613895"
"original","glrlm","GrayLevelNonUniformity","1816.0603361966812","522.0176734615953","777.5226530334191","1147.8331010024758","1318.2311870972608","734.153214468099","819.6469360328286","877.1244753080006","971.1127290105078","810.9556964128803"
"original","glrlm","GrayLevelNonUniformityNormalized","0.33312312589155546","0.3724772662067247","0.3683641976362784","0.4708395648395578","0.38494441085295383","0.360558307595228","0.3479127730911702","0.3558749505111831","0.3882507754510845","0.4108317121617914"
"original","glrlm","GrayLevelVariance","0.6840931228455509","0.5244077513163854","0.534653397247921","0.3088865625734778","0.492643788973135","0.6611553012300311","0.6413886445525725","0.5562484284429308","0.5354146827242768","0.4428381084375281"
"original","glrlm","HighGrayLevelRunEmphasis","9.674887722036955","5.331387832181946","4.741262428503998","6.91709011048898","4.436148117082462","11.415473661423178","11.980013611674199","9.401784105150554","12.125617914814013","7.212754509992344"
"original","glrlm","LongRunEmphasis","83.37984975248034","672.3312343627913","400.6022627089136","417.72536068988757","127.08836489664642","368.72457963581263","535.7179698294829","694.0915904291705","159.38788432426986","224.623940031607"
"original","glrlm","LongRunHighGrayLevelEmphasis","748.2865826896979","2825.1702413056455","1619.0052688452965","2145.564329743129","507.26166195382973","4506.784492288527","5596.98673115629","6158.722351562889","1982.5155263577003","1630.1558723333396"
"original","glrlm","LongRunLowGrayLevelEmphasis","10.619737971143408","165.39363591797988","103.91766470512283","91.28235168024511","37.39581502783973","34.92156046157834","55.30695696862074","80.34910423832096","14.526110516318091","36.0323121581741"
"original","glrlm","LowGrayLevelRunEmphasis","0.1564247691618546","0.32901249375087566","0.3863747157961346","0.17386057771673993","0.4045507314380514","0.1328516402350986","0.11150910084143754","0.1403792593409034","0.10738363277825697","0.1870142381971112"
"original","glrlm","RunEntropy","5.359262226294209","5.336038605220296","5.284332436807551","5.083052268971102","5.169814106610511","5.615104625548719","5.666411473155695","5.470942847645116","5.176279405976958","5.129341609919951"
"original","glrlm","RunLengthNonUniformity","673.830790849678","175.16421835949532","298.65611736875024","304.9126063397417","426.2867911991519","200.32463987335902","246.49308079380992","284.647262842208","322.9701302859664","253.92854941455232"
"original","glrlm","RunLengthNonUniformityNormalized","0.12034217613547603","0.12599096259724119","0.13985214594461368","0.12501505561437182","0.12190639192078337","0.10211447490991837","0.10703860191796627","0.11446432831510295","0.12919797254300758","0.1291175679974083"
"original","glrlm","RunPercentage","0.18420562960958117","0.09321638207043757","0.1170363182700305","0.11418364956664323","0.1641443259344672","0.1202350792435044","0.10080440304826419","0.09876444479987204","0.16426663191503227","0.14912777526053467"
"original","glrlm","RunVariance","49.92893100389368","523.1568773597289","315.6719865877602","327.6039781863626","82.61040343068332","281.36764037862764","424.0285206630533","565.0313510159322","115.34043758615886","170.91462244159862"
"original","glrlm","ShortRunEmphasis","0.290839307750944","0.33826903927916013","0.36335548810608465","0.3333794241095513","0.3132246773711183","0.2765940232162514","0.2908298427322075","0.2933073379939416","0.32245545925529395","0.33863010885597067"
"original","glrlm","ShortRunHighGrayLevelEmphasis","2.9972152128966787","1.659214645047934","1.8193554827318703","2.334741136514977","1.5442658448181028","3.145016989847904","3.491731991439595","3.0330101130040164","4.074056293113022","2.5408792035827696"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.04666088536510943","0.15537196187017052","0.1478834726320895","0.058046361429066565","0.13042533777825904","0.04698497093218425","0.0349265464571049","0.040942624877970124","0.034969844888797647","0.06806368830689322"
"original","glszm","GrayLevelNonUniformity","106.32386363636364","48.2","55.7891156462585","75.96385542168674","85.37719298245614","33.62264150943396","34.94915254237288","64.74825174825175","39.28346456692913","41.583941605839414"
"original","glszm","GrayLevelNonUniformityNormalized","0.30205643078512395","0.45904761904761904","0.37951779351196263","0.457613586877631","0.3744613727300708","0.3171947312210751","0.29617925883366847","0.4527849772605017","0.30931861863723725","0.30353242048057966"
