"Image type","Feature Class","Feature Name","Segmentation_31-40_segment_Segment_1","Segmentation_31-40_segment_Segment_2","Segmentation_31-40_segment_Segment_3","Segmentation_31-40_segment_Segment_4","Segmentation_31-40_segment_Segment_5","Segmentation_31-40_segment_Segment_6","Segmentation_31-40_segment_Segment_7","Segmentation_31-40_segment_Segment_8","Segmentation_31-40_segment_Segment_9","Segmentation_31-40_segment_Segment_10"
"diagnostics","Mask-original","Size","(1082, 1061, 1)","(1082, 1061, 1)","(1082, 1061, 1)","(1082, 1061, 1)","(1082, 1061, 1)","(1082, 1061, 1)","(1082, 1061, 1)","(1082, 1061, 1)","(1082, 1061, 1)","(1082, 1061, 1)"
"diagnostics","Mask-original","BoundingBox","(202, 132, 0, 144, 81, 1)","(136, 306, 0, 243, 80, 1)","(206, 440, 0, 147, 89, 1)","(172, 636, 0, 204, 85, 1)","(146, 842, 0, 289, 70, 1)","(604, 169, 0, 216, 59, 1)","(579, 318, 0, 233, 67, 1)","(581, 468, 0, 213, 90, 1)","(587, 649, 0, 193, 89, 1)","(545, 823, 0, 384, 119, 1)"
"diagnostics","Mask-original","VoxelNum","9700","15822","11579","15019","15934","11204","12388","16534","14181","36212"
"diagnostics","Mask-original","VolumeNum","1","1","1","1","1","1","1","1","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(272.6159793814433, 167.06546391752576, 0.0)","(251.47484515231955, 339.8929970926558, 0.0)","(278.1432766214699, 484.89593229121687, 0.0)","(274.81623277182234, 679.193488248219, 0.0)","(278.0080958955692, 876.9534956696373, 0.0)","(711.9555515887183, 198.48955730096395, 0.0)","(693.8230545689377, 348.0352760736196, 0.0)","(684.9361316075965, 516.1753356719487, 0.0)","(683.2406741414569, 691.9433749382977, 0.0)","(742.6822324091462, 876.4032917264994, 0.0)"
"diagnostics","Mask-original","CenterOfMass","(40.892396907216494, 25.059819587628862, 0.0)","(37.72122677284793, 50.98394956389836, 0.0)","(41.72149149322048, 72.73438984368252, 0.0)","(41.22243491577335, 101.87902323723284, 0.0)","(41.70121438433538, 131.5430243504456, 0.0)","(106.79333273830774, 29.773433595144592, 0.0)","(104.07345818534064, 52.20529141104294, 0.0)","(102.74041974113948, 77.4263003507923, 0.0)","(102.48610112121854, 103.79150624074465, 0.0)","(111.40233486137193, 131.4604937589749, 0.0)"
"original","shape","Elongation","0.48486605734742577","0.27882342460848336","0.5861249770887316","0.3924616848500247","0.20257621736045392","0.24156109481330748","0.23057027760111004","0.38853630200480155","0.3964815915346158","0.2526111706483984"
"original","shape","Flatness","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"original","shape","LeastAxisLength","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"original","shape","MajorAxisLength","24.685981654379425","41.40583543123857","24.35035258300114","33.85185093054762","49.03213132477522","37.39827693594584","40.43819613583456","35.85076052515647","32.747402882103806","65.58493695164358"
"original","shape","Maximum2DDiameterColumn","21.3","36.449999999999996","21.45","30.0","43.349999999999994","32.4","34.8","31.65","28.799999999999997","57.449999999999996"
"original","shape","Maximum2DDiameterRow","11.85","11.7","12.9","11.85","10.5","8.249999999999998","8.85","13.35","11.55","15.75"
"original","shape","Maximum2DDiameterSlice","23.721825393506293","37.61532267573946","24.754090571055123","31.982026202228024","43.9195286859957","33.36412744250926","36.14004012172648","33.63246199730254","30.229000975884066","59.13653692938063"
"original","shape","Maximum3DDiameter","23.721825393506293","37.61532267573946","24.754090571055123","31.982026202228024","43.9195286859957","33.36412744250926","36.14004012172648","33.63246199730254","30.229000975884066","59.13653692938063"
"original","shape","MeshVolume","215.85750000002804","352.578750000167","258.050625000068","334.88250000012937","354.71062500015177","249.09000000005474","275.4881250000855","368.7843750001554","316.156875000113","809.4975000004619"
"original","shape","MinorAxisLength","11.969394596509837","11.544916833713218","14.272349849814079","13.285554451494594","9.932743692893986","9.033968720778342","9.32384610872751","13.929321918504012","12.983742413321783","16.567487700256088"
"original","shape","Sphericity","0.35269217471653375","0.30434915409915686","0.33805351255667626","0.31173114236606286","0.3001764286828723","0.33322353078755435","0.3231712872636058","0.30319702551856953","0.3170023671795236","0.23933491425181008"
"original","shape","SurfaceArea","493.4006634376218","793.017518292862","579.8316913078528","748.1101875200927","807.2790272316255","574.5387490413403","633.5583393856735","820.2398461198105","707.9838853583533","1755.0456104247892"
"original","shape","SurfaceVolumeRatio","2.2857703041940063","2.249192608154877","2.246968753932295","2.233948287891436","2.27588059204959","2.3065508412269224","2.2997664214581914","2.224171905654801","2.239343633941537","2.1680679809681784"
"original","shape","VoxelVolume","218.25","355.995","260.5275","337.9275","358.515","252.09","278.72999999999996","372.015","319.0725","814.77"
"original","firstorder","10Percentile","155.0","179.0","158.0","152.0","121.0","181.0","169.0","163.0","172.0","177.0"
"original","firstorder","90Percentile","170.0","201.0","205.0","189.0","138.0","206.0","192.0","187.0","215.0","205.0"
"original","firstorder","Energy","255923781.0","566535850.0","395442142.0","442197734.0","265966867.0","425317052.0","399854991.0","504083086.0","562196968.0","1315482058.0"
"original","firstorder","Entropy","0.16369728685632373","0.7866239574944431","1.5796583475579058","1.413008104493612","0.8845639600150713","1.2513270315041365","1.083721430058166","1.1777011980787189","1.4806741403730561","1.0496568774428416"
"original","firstorder","InterquartileRange","8.0","11.0","20.0","22.0","9.0","13.0","12.0","14.0","14.0","15.0"
"original","firstorder","Kurtosis","2.6379825251281144","5.988568278811671","3.324627306426968","2.5495239889055368","3.559097429631134","5.465022253325076","7.189307602160735","6.008147762598177","5.162209646980599","3.8701613727232607"
"original","firstorder","Maximum","185.0","221.0","234.0","218.0","167.0","221.0","214.0","241.0","244.0","254.0"
"original","firstorder","MeanAbsoluteDeviation","4.718629822510361","7.188427998942413","13.160705378935385","12.217395077006591","5.48502188856761","8.516657933534985","7.566316455694881","8.10536488813115","12.233932003867459","9.163440916788257"
"original","firstorder","Mean","162.32855670103092","188.98698015421564","184.0003454529752","170.96171516079633","129.01010417974143","194.5107104605498","179.35913787536325","174.27652110801984","198.34919963331217","190.2363304981774"
"original","firstorder","Median","162.0","188.0","185.0","172.0","129.0","197.0","179.0","173.0","202.0","189.0"
"original","firstorder","Minimum","146.0","121.0","124.0","123.0","105.0","140.0","113.0","138.0","132.0","148.0"
"original","firstorder","Range","39.0","100.0","110.0","95.0","62.0","81.0","101.0","103.0","112.0","106.0"
"original","firstorder","RobustMeanAbsoluteDeviation","3.562964106143205","4.832384232678475","9.018224754284532","9.215249051756697","3.9092335973905","5.732336227638737","5.107378537114857","5.549017473205938","6.95585455555911","6.3628837198466295"
"original","firstorder","RootMeanSquared","162.43120066186054","189.22695827854517","184.80169403904137","171.5883301110392","129.19668258711212","194.83628825685048","179.65969674763915","174.60717908847363","199.10896783738056","190.59706501089016"
"original","firstorder","Skewness","0.10206823051316294","-0.20005995843476318","-0.6395148824427767","-0.1724702937112829","0.42451585196124747","-1.2581043974443291","-0.8291464467617048","0.9243087703983911","-1.4736238675849491","0.40079707480316235"
"original","firstorder","TotalEnergy","5758285.0725","12747056.625","8897448.195","9949449.014999999","5984254.507499999","9569633.67","8996737.2975","11341869.434999999","12649431.78","29598346.305"
"original","firstorder","Uniformity","0.9592356467212244","0.7129817737051024","0.412631070804054","0.42036885776850796","0.601695767477143","0.4643195275925961","0.5556587280346402","0.481769007341745","0.43566932598529556","0.5992369209372219"
"original","firstorder","Variance","33.3346278137953","90.76307154037217","295.53899288523945","214.64697957370385","48.17581104726131","126.76273783869459","107.90629606009921","115.36117972022097","301.97607809151947","137.37974935371145"
"original","glcm","Autocorrelation","4.0367385482843305","16.941461326243868","15.905220956908778","11.941666317041786","3.1572984410062257","11.357554448244587","14.085754523413858","6.273056221442411","12.56912981929731","10.103939495828124"
"original","glcm","ClusterProminence","0.14274662901607515","2.2413753876969267","15.469896132294055","6.0813855531743","1.0939408268284536","3.867614136332003","3.6857001971557963","3.7110761628616733","20.952346042282482","3.4104623045597573"
"original","glcm","ClusterShade","0.024786392437201057","0.23671811332951298","-1.810719591723866","-0.4517789683157458","-0.47931939084303277","-0.34787426640260344","-0.8157844785821708","0.7354490417681354","-4.184909778196513","0.5707002403136979"
"original","glcm","ClusterTendency","0.05423562156896475","0.5470391809624222","2.0879483484576054","1.5386198519114904","0.6542813051035845","1.1440454571991459","0.902759000801316","1.1078093961093474","2.175330482943557","0.8644543223126777"
"original","glcm","Contrast","0.0245069841400919","0.08085877618021878","0.10665701308229342","0.10653715119431222","0.16047508315827824","0.16376377092140607","0.1497102719703332","0.11305718568405751","0.12408261027963788","0.10842080564473461"
"original","glcm","Correlation","0.377392897984024","0.7409895062293474","0.902387846122956","0.8702293344088259","0.605997041988014","0.747900778253556","0.7144721430579231","0.814496436246126","0.8916531055432502","0.7765664478916878"
"original","glcm","DifferenceAverage","0.0245069841400919","0.08079428085612977","0.10665701308229342","0.10653715119431222","0.16047508315827824","0.16376377092140607","0.14929770870809148","0.11293423693319266","0.12408261027963788","0.10842080564473461"
"original","glcm","DifferenceEntropy","0.16536249932335023","0.40112551082618153","0.4845497269220701","0.4861949201541077","0.631417460001254","0.6368220666011117","0.6061813779469647","0.5066237003516374","0.5385356673781663","0.4915588089594155"
"original","glcm","DifferenceVariance","0.023884870240760227","0.07395102218865675","0.09464771535163675","0.0947928189407209","0.13400149495684444","0.1358093402725462","0.1268186952660712","0.09996224743731202","0.10832469274614145","0.0962185330682738"
"original","glcm","Id","0.9877465079299541","0.9596136087926166","0.9466714934588534","0.946731424402844","0.9197624584208608","0.9181181145392969","0.9254199061896612","0.9435533729918811","0.937958694860181","0.9457895971776328"
"original","glcm","Idm","0.9877465079299541","0.9596093091043439","0.9466714934588534","0.946731424402844","0.9197624584208608","0.9181181145392969","0.9253924019721784","0.9435451764084902","0.937958694860181","0.9457895971776328"
"original","glcm","Idmn","0.9975493015859908","0.9968905602953821","0.9971173780248029","0.9959024172617572","0.9839524916841721","0.9903668370046232","0.9942451956133074","0.9956526250764821","0.9952275919123217","0.9970697079555477"
"original","glcm","Idn","0.9938732539649769","0.9865358221269329","0.9847632838453867","0.9822438081342812","0.9598812292104305","0.9672472458157189","0.9751268714834667","0.9811805545290122","0.9793195649533938","0.9845113134793236"
"original","glcm","Imc1","-0.21855555092460166","-0.48041221618723595","-0.6490881711871688","-0.612759788209373","-0.30113572656375265","-0.43733659884321296","-0.40482072551258874","-0.5420054096588899","-0.6025359226578189","-0.49784032734885375"
"original","glcm","Imc2","0.2514203381962502","0.7124807033579352","0.9298055116824788","0.9039606631087626","0.6365293152521361","0.8030693442055654","0.7537604736551129","0.8432654595709933","0.9089680093880803","0.7975341108606336"
"original","glcm","InverseVariance","0.0245069841400919","0.0807378474475519","0.10665701308229342","0.10653715119431222","0.16047508315827824","0.16376377092140607","0.14893671585362994","0.11282665677618589","0.12408261027963788","0.10842080564473461"
"original","glcm","JointAverage","2.0073131639979587","4.101816776948297","3.9255374500776603","3.403474823537934","1.7417940286892986","3.333527844790983","3.727933421745537","2.454457444198762","3.472216594071016","3.148796021858957"
"original","glcm","JointEnergy","0.9372609950102103","0.6529645359174424","0.35155440688000905","0.3503645507173584","0.4694168150904708","0.3489657161706461","0.4447776020429218","0.39341326132540905","0.35643355373232294","0.5195305994159846"
"original","glcm","JointEntropy","0.2809305110033957","1.143289308654496","2.101313334548716","1.9371102189369023","1.5016073386975362","1.897879317928982","1.6823623603148619","1.6832867824239008","2.0400353492574994","1.54493146279647"
"original","glcm","MCC","0.43079906955866176","0.814129760497844","0.9111378849739732","0.8796060861538182","0.6085541376079471","0.7760071919206712","0.8092249584810176","0.8917218746281292","0.9409062781145113","0.7989012060563153"
"original","glcm","MaximumProbability","0.9680071235674121","0.8000556148210813","0.5488184594582319","0.4324211981757399","0.6494025905926898","0.4882918817635006","0.6276984991181366","0.5035408085780838","0.5325358361583711","0.7013021632975602"
"original","glcm","SumAverage","4.014626327995917","8.203633553896594","7.85107490015532","6.806949647075868","3.483588057378597","6.667055689581966","7.455866843491075","4.908914888397525","6.944433188142032","6.2975920437179145"
"original","glcm","SumEntropy","0.25642352686330444","1.062074731151013","1.9946563214664241","1.8305730677425918","1.3411322555392584","1.7341155470075762","1.5309273337691076","1.5696597674272794","1.9159527389778628","1.436510657151737"
"original","glcm","SumSquares","0.01968565142726416","0.15697448928566024","0.5486513403849747","0.4112892507764506","0.20368909706546567","0.326952307030138","0.26311731819291223","0.30521664544835125","0.5748532733057987","0.24321878198935307"
"original","gldm","DependenceEntropy","0.8554163813737916","2.0892284536301533","3.2790772174824143","3.108933404288823","3.010760575524952","3.4247551888107792","3.115278233877798","2.962331945102879","3.337826431986854","2.67338174752759"
"original","gldm","DependenceNonUniformity","7621.169278350515","9067.119327518645","5354.449175231021","7020.153738597776","5005.0010041420865","3459.8154230631917","4202.4851469163705","7336.373412362404","5649.104364995416","17083.111399536065"
"original","gldm","DependenceNonUniformityNormalized","0.7856875544691253","0.5730703657893215","0.46242759955359025","0.46741818620399334","0.3141082593286109","0.30880180498600424","0.33923838770716586","0.4437143711359867","0.398357264296976","0.4717527725487702"
"original","gldm","DependenceVariance","1.1435871612286108","2.3958833292020807","2.6172808935080494","2.7125802844284137","3.3793890982680868","3.4056851731307773","3.273612641270954","2.840922361813755","2.8200741020567297","2.665848358615329"
"original","gldm","GrayLevelNonUniformity","9304.585773195877","11280.797623562128","4777.855168840141","6313.519874825221","9587.420358980797","5202.235987147447","6883.500322893123","7965.568767388412","6178.226711797475","21699.567380978682"
"original","gldm","GrayLevelVariance","0.020651918376022958","0.166494250176495","0.570896246179355","0.4210659839303977","0.20394129549926268","0.345241620112978","0.275733855943376","0.31297915732443016","0.6026031199354834","0.25046585208069777"
"original","gldm","HighGrayLevelEmphasis","4.054123711340206","16.93806092782202","15.914500388634597","11.993474931753113","3.2352202836701394","11.364512674044985","14.14877300613497","6.329623805491714","12.60630420985826","10.125041422732796"
"original","gldm","LargeDependenceEmphasis","76.35360824742268","70.39843256225508","67.30866223335349","67.50655835941141","61.26308522655956","60.71831488754017","62.377784953180495","66.89512519656465","65.37176503772653","67.66563570087264"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","306.1225773195876","1182.967513588674","1080.4470161499266","809.1488115054265","207.8072047194678","693.919136022849","901.5728931223765","417.9425426394097","844.4690783442635","680.7864243897051"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","19.166463344788088","4.303151712102698","4.957777417930928","6.515570647550141","24.75368882752465","5.96910143698679","4.661292962723783","12.764009650148514","6.973754906800179","7.247205883255397"
"original","gldm","LowGrayLevelEmphasis","0.25262027491408934","0.061696881276422415","0.0764430578345856","0.0987418159220543","0.44788920965649975","0.10316070153516602","0.0788516664872816","0.1940292058115936","0.11927120795430506","0.10960847846631566"
"original","gldm","SmallDependenceEmphasis","0.016875316823942256","0.021761311261139334","0.02291610836006427","0.024055244016015925","0.028279687021827215","0.028281000231488794","0.02785418860930445","0.025367768499234254","0.024357921552190964","0.023370919236365056"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","0.07906240535542204","0.3690489786953045","0.3654121571029438","0.2827100805742641","0.08119755223842694","0.3060844103077186","0.3807052459500465","0.1693372288293882","0.302702441846264","0.23639666543556928"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.004431860728997381","0.0015081670189239318","0.0019093046987977429","0.0027434452513689965","0.016145729267216198","0.0035475492149112885","0.0025611987320157824","0.005469554024359401","0.0030664611292962156","0.002912232128737821"
"original","glrlm","GrayLevelNonUniformity","206.6276053863078","557.7962317353893","396.6316096263797","588.7672137475497","1331.3773537650793","787.105826391743","839.6018738743936","857.7042045680366","652.6661876778873","1507.0255446450524"
"original","glrlm","GrayLevelNonUniformityNormalized","0.514973360720674","0.37699811205742895","0.28877947088834627","0.3318548737182366","0.479961365510305","0.3990125835763243","0.41444795229892895","0.41948347660532137","0.34011038924712395","0.3558244298714191"
"original","glrlm","GrayLevelVariance","0.307065506500419","0.5397400319234179","0.9109330156058435","0.6832943000916916","0.29101772251829783","0.49375769292285815","0.4664775914398958","0.46590357563908","0.8622463508771367","0.5750403699531395"
"original","glrlm","HighGrayLevelRunEmphasis","4.9583635563330475","17.826402139660605","15.419384979831435","12.070320747445933","2.7316537818215947","11.155256788449359","13.137566094043141","6.755209881716542","11.416242698811871","10.450007579976134"
"original","glrlm","LongRunEmphasis","1858.8757784613508","794.1422260790637","294.8363524853588","304.44483682056546","117.62382689040894","118.86871813985377","175.42985025221344","308.47597206479884","252.9116801466262","446.46277737161245"
"original","glrlm","LongRunHighGrayLevelEmphasis","7438.309145065554","12899.992634263235","4673.153272262929","3856.992548364692","437.6651596399772","1274.0825214628715","2642.855465657334","1793.9588201679605","3589.751178203981","4203.20578993679"
"original","glrlm","LongRunLowGrayLevelEmphasis","464.95193012567194","49.250215718694506","21.23074476204124","27.048746765375554","37.7025573904035","12.238016305967005","12.196431557378665","62.0395946909165","22.039357456184547","48.90685852600619"
"original","glrlm","LowGrayLevelRunEmphasis","0.28179254022234695","0.06640330771121178","0.08889839462551079","0.11010688620950054","0.5920276779144688","0.11880888772569152","0.09350929286708654","0.2119127559112055","0.16628345802875913","0.12371833148983762"
"original","glrlm","RunEntropy","5.348330042620303","5.191962141223602","5.833650746195284","5.548828613248283","4.673087749815694","4.9790925061025435","4.978039120828869","5.241275812049469","5.282072608689328","5.356598187634649"
"original","glrlm","RunLengthNonUniformity","36.932397773755916","206.44405431239022","135.26702443737173","221.828394359177","394.77641597243326","274.40314169188673","282.26029333879234","251.2428789849671","218.86906131712658","572.4401498889018"
"original","glrlm","RunLengthNonUniformityNormalized","0.09103261256254247","0.13783871673061604","0.0989930537112961","0.12412460748777994","0.13961806508041746","0.13535198939941806","0.13789088525293478","0.12465255992978422","0.11513733180004729","0.13600121520664682"
"original","glrlm","RunPercentage","0.040953608247422675","0.09420427253191757","0.1196130926677606","0.11881616618949331","0.1739833061378185","0.17868618350589074","0.1640095253471101","0.12457662997459779","0.13637966292927156","0.11721943002319671"
"original","glrlm","RunVariance","1119.6725025827004","638.106208285692","205.25118932446486","220.68119938989253","79.91170265293755","80.15785733984055","132.93392917422636","235.1998135479787","193.64233726056835","358.95065309543406"
"original","glrlm","ShortRunEmphasis","0.29158719106247166","0.35772913573715787","0.28513052359122293","0.3316922796160202","0.34506688635271887","0.33717821762862404","0.3407419297466059","0.33990882739289224","0.30322731167542416","0.3415929303579899"
"original","glrlm","ShortRunHighGrayLevelEmphasis","1.8879686955971384","5.987453911304201","4.561071015554731","4.267522004102016","0.896653647029054","3.4379702411105955","4.445562174662224","2.3328888121443385","3.639079462406809","3.375417091296865"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.09021074378421505","0.027425274354917057","0.025316291557756873","0.03609338536833163","0.22447733020781627","0.05042842199378525","0.03522152383227026","0.08831103129425574","0.04621206276599478","0.048865722487099625"
"original","glszm","GrayLevelNonUniformity","30.625","38.66990291262136","20.7027027027027","35.07751937984496","103.31088082901555","38.50909090909091","46.04477611940298","65.8974358974359","38.32673267326733","101.4567474048443"
"original","glszm","GrayLevelNonUniformityNormalized","0.6380208333333334","0.37543595060797436","0.27976625273922573","0.2719187548825191","0.5352895379741738","0.3500826446280992","0.34361773223435066","0.42241946088099935","0.37947260072541905","0.35106140970534355"
